SalesOrderID,RevisionNumber,OrderDate,DueDate,ShipDate,Status,OnlineOrderFlag,SalesOrderNumber,PurchaseOrderNumber,AccountNumber,CustomerID,SalesPersonID,TerritoryID,BillToAddressID,ShipToAddressID,ShipMethodID,CreditCardID,CreditCardApprovalCode,CurrencyRateID,SubTotal,TaxAmt,Freight,TotalDue,Comment,rowguid,ModifiedDate
46087,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46087,PO5191162942,10-4020-000364,29906,277,3,600,600,5,7475.0,128177Vi38744,,24144.9924,2321.7861,725.5582,27192.3367,,35B7B1C2-4B65-4813-9AB8-29272DFB0536,2012-04-06 00:00:00.000
46088,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46088,PO5568122777,10-4020-000422,29880,279,5,954,954,5,8663.0,78182Vi44710,,22497.2338,2158.6396,674.5749,25330.4483,,7D9096C9-0FF0-4146-ACA9-58B18531D4F4,2012-04-06 00:00:00.000
46089,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46089,PO5684142532,10-4020-000385,29901,276,4,1053,1053,5,9973.0,18265Vi51318,,73568.3047,7056.9319,2205.2912,82830.5278,,903AC97E-298F-4A0B-8459-834D5CE682F4,2012-04-06 00:00:00.000
46090,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46090,PO5858172038,10-4020-000566,29507,279,5,972,972,5,13160.0,48290Vi68229,,93834.0766,9101.7346,2844.2921,105780.1033,,024AF496-CB7E-4F80-9EB0-6EC54333DD77,2012-04-06 00:00:00.000
46091,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46091,PO6293193126,10-4020-000612,29846,279,5,979,979,5,10234.0,128301Vi52839,,22130.1225,2129.8294,665.5717,24925.5236,,1BC9FA07-926A-4E5A-ADF3-8B7ADFE3EF0F,2012-04-06 00:00:00.000
46092,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46092,PO5742133612,10-4020-000541,29588,280,1,890,890,5,15842.0,88303Vi81884,,722.5949,71.296,22.28,816.1709,,CD16B8DA-97BA-45C7-AEED-F261057E1F4A,2012-04-06 00:00:00.000
46093,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46093,PO6351171482,10-4020-000255,30095,277,4,587,587,5,13104.0,108347Vi67850,,26009.3155,2501.2217,781.6318,29292.169,,B1966B52-5EB7-4F54-9C99-2EAE47573DF8,2012-04-06 00:00:00.000
46094,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46094,PO6438128598,10-4020-000309,29523,277,4,593,593,5,15321.0,48364Vi79183,,74719.7785,7173.027,2241.5709,84134.3764,,1D7EC307-0C51-4DC9-93EF-01866EDA11BC,2012-04-06 00:00:00.000
46095,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46095,PO6641179809,10-4020-000342,29791,275,2,792,792,5,4835.0,68378Vi25408,,9550.926,915.2756,286.0236,10752.2252,,0100842A-C8A3-4680-BBB2-0F78587A82B5,2012-04-06 00:00:00.000
46096,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46096,PO6960134279,10-4020-000532,29785,282,6,533,533,5,6191.0,118386Vi32168,3716.0,838.9178,80.5361,25.1675,944.6214,,5F26FE72-D1F5-4EAB-AA56-899767373877,2012-04-06 00:00:00.000
46097,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46097,PO6670136353,10-4020-000432,29731,275,2,802,802,5,161.0,108399Vi848,,3256.6148,320.5657,100.1768,3677.3573,,97D4B39E-3A5B-4B39-A52A-F3A7B66FC05D,2012-04-06 00:00:00.000
46098,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46098,PO7221115229,10-4020-000326,29787,283,1,869,869,5,11815.0,98448Vi61077,,51341.0804,4940.5684,1543.9276,57825.5764,,FF9C1E63-2355-4ED6-A7CD-32DE2DD3BF46,2012-04-06 00:00:00.000
46099,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46099,PO7598165395,10-4020-000045,29963,279,5,913,913,5,8103.0,68463Vi41999,,14404.3717,1392.0655,435.0205,16231.4577,,E2759448-92D0-409B-B7EB-8A805E7737DE,2012-04-06 00:00:00.000
46100,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46100,PO7627134166,10-4020-000433,29617,280,1,880,880,5,10270.0,108499Vi53004,,47655.0602,4575.6518,1429.8912,53660.6032,,682C7477-9552-4116-9501-E9F5A086B596,2012-04-06 00:00:00.000
46101,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46101,PO7656119075,10-4020-000403,29853,276,4,1056,1056,5,12177.0,108506Vi62954,,28097.0846,2700.9948,844.0609,31642.1403,,CA64806B-7141-4013-AB47-1CBAC675686A,2012-04-06 00:00:00.000
46102,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46102,PO7917135523,10-4020-000401,29521,281,1,1054,1054,5,1660.0,78533Vi8518,,10279.3372,985.6556,308.0174,11573.0102,,A14578A9-1375-45AC-9807-E399672C8D2C,2012-04-06 00:00:00.000
46103,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46103,PO7830116487,10-4020-000040,29774,277,4,564,564,5,15798.0,28541Vi81672,,65730.4662,6313.0256,1972.8205,74016.3123,,F9D6D2CA-BF19-4AB4-A877-EF5579EF072B,2012-04-06 00:00:00.000
46104,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46104,PO7714117703,10-4020-000495,29756,279,5,963,963,5,2759.0,28559Vi14371,,419.4589,40.2681,12.5838,472.3108,,ED69ABC0-DB36-413C-89AF-DAC9E103699A,2012-04-06 00:00:00.000
46105,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46105,PO8816169858,10-4020-000218,29885,283,1,857,857,5,2470.0,108641Vi12864,,56396.5421,5412.5278,1691.4149,63500.4848,,4221AF40-0750-4A45-9562-11483139A808,2012-04-06 00:00:00.000
46106,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46106,PO8932130323,10-4020-000287,29688,275,3,785,785,5,11781.0,78684Vi60933,,2907.4796,286.6661,89.5832,3283.7289,,59E1F71D-F7E3-4593-8202-EEB46726738D,2012-04-06 00:00:00.000
46107,8,2012-03-30 00:00:00.000,2012-04-11 00:00:00.000,2012-04-06 00:00:00.000,5,0,SO46107,PO8874169089,10-4020-000348,29511,276,3,1046,1046,5,6264.0,18740Vi32553,,45725.5014,4395.396,1373.5613,51494.4587,,630510AB-7529-4CCC-A78E-28BCEECBCD13,2012-04-06 00:00:00.000
46322,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46322,PO20097117736,10-4020-000128,30064,283,1,847,847,5,11685.0,95019Vi60460,,178.5808,17.62,5.5062,201.707,,B05CA32F-5D38-4CC6-B71A-059EBF096127,2012-05-07 00:00:00.000
46323,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46323,PO20155112356,10-4020-000092,29632,283,1,843,843,5,13278.0,115047Vi68861,,2238.4935,511.6525,159.8914,2910.0374,,2327716C-8097-42AC-BA49-29527E149031,2012-05-07 00:00:00.000
46324,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46324,PO20213135560,10-4020-000216,29592,275,2,778,778,5,17368.0,125053Vi90218,,4310.7413,413.4168,129.1927,4853.3508,,414EED16-696C-45E4-8DFF-DB268D274D52,2012-05-07 00:00:00.000
46325,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46325,PO19488134185,10-4020-000057,29967,277,3,565,565,5,19011.0,65145Vi98768,,48748.8054,4678.7145,1462.0983,54889.6182,,A7037C58-BF04-49BF-95BD-0F274A553C2B,2012-05-07 00:00:00.000
46326,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46326,PO19401160698,10-4020-000173,29714,282,6,473,473,5,6065.0,45148Vi31551,4057.0,29220.8373,2802.7332,875.8541,32899.4246,,10E96A01-59CC-4C80-9256-4531ACCBAF1B,2012-05-07 00:00:00.000
46327,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46327,PO19169130329,10-4020-000272,29622,283,1,863,863,5,7829.0,95209Vi40533,,13125.6019,2309.0728,721.5852,16156.2599,,B1B68D85-CEE6-453F-A1DF-96BB393C37C7,2012-05-07 00:00:00.000
46328,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46328,PO17835142103,10-4020-000551,29494,282,6,537,537,5,17600.0,15306Vi91370,4057.0,722.5949,71.296,22.28,816.1709,,C1F86230-59A3-4C15-93D0-CF6F5A8207FF,2012-05-07 00:00:00.000
46329,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46329,PO18067136592,10-4020-000314,29697,279,5,942,942,5,11201.0,55312Vi57793,,722.5949,71.296,22.28,816.1709,,7E3C6E1B-4AFF-4682-87AD-9345C323B80C,2012-05-07 00:00:00.000
46330,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46330,PO18299117472,10-4020-000118,29950,282,6,463,463,5,5110.0,105340Vi26747,4057.0,13129.4681,2307.2596,721.0186,16157.7463,,BAB16C01-A906-4A0C-AC9A-379FE6D23369,2012-05-07 00:00:00.000
46331,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46331,PO17719139668,10-4020-000631,29969,278,6,548,548,5,7454.0,55370Vi38653,4057.0,5664.5243,543.1592,169.7372,6377.4207,,1F0B59F7-8D77-44B9-B56F-02465C708812,2012-05-07 00:00:00.000
46332,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46332,PO17690199814,10-4020-000047,29803,282,6,452,452,5,8552.0,125381Vi44231,4057.0,5593.2771,1277.1232,399.101,7269.5013,,CC0A27E3-FEC4-4E7C-BA45-EFB24B499BBE,2012-05-07 00:00:00.000
46333,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46333,PO17545158984,10-4020-000155,29639,282,6,470,470,5,4357.0,85407Vi22856,4057.0,50154.2683,4814.1318,1504.4162,56472.8163,,DB7A3D48-AC62-4B44-9EE5-A9EFE819512D,2012-05-07 00:00:00.000
46334,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46334,PO17574196050,10-4020-000678,29722,274,6,555,555,5,12698.0,65449Vi65677,4057.0,40708.4413,7996.6623,2498.957,51204.0606,,0FDAA429-8909-4CA7-9D3A-2C335269984D,2012-05-07 00:00:00.000
46335,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46335,PO17226173072,10-4020-000561,29508,277,4,619,619,5,3787.0,35478Vi19939,,356.898,35.2139,11.0044,403.1163,,9E8182D0-DF84-4EDC-819B-BD8EE157D664,2012-05-07 00:00:00.000
46336,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46336,PO16095157174,10-4020-000096,29944,276,4,1004,1004,5,8033.0,15601Vi41642,,419.4589,40.2681,12.5838,472.3108,,2190759E-0FC3-4FF9-98C5-F68FB3C2FBD0,2012-05-07 00:00:00.000
46337,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46337,PO15863111762,10-4020-000545,29914,281,4,1079,1079,5,16253.0,45608Vi84045,,955.2013,93.128,29.1025,1077.4318,,39431046-B895-44FC-83BB-95B4B2C81E4E,2012-05-07 00:00:00.000
46338,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46338,PO15834128897,10-4020-000417,29659,277,4,605,605,5,17935.0,95641Vi93027,,19044.6091,1828.3345,571.3545,21444.2981,,4AB654E8-CBCB-4D98-A23D-59426ED81F4B,2012-05-07 00:00:00.000
46339,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46339,PO15950135611,10-4020-000114,29673,276,4,1007,1007,5,18407.0,95646Vi95621,,3014.6391,288.6734,90.2104,3393.5229,,F1EE72AA-665A-40C9-93CF-5A54944E8606,2012-05-07 00:00:00.000
46340,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46340,PO15718152766,10-4020-000580,29859,277,4,622,622,5,5651.0,25649Vi29580,,3887.9452,373.1943,116.6232,4377.7627,,DE7D0FE5-57E6-44AF-A724-A02BBE145FFC,2012-05-07 00:00:00.000
46341,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46341,PO15138183971,10-4020-000093,29708,277,4,569,569,5,3047.0,15733Vi16032,,25670.3574,2465.8677,770.5837,28906.8088,,EFDA7F7D-A1D9-4A25-AD25-4C91B747A0F8,2012-05-07 00:00:00.000
46342,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46342,PO14964115309,10-4020-000581,29748,281,4,1085,1085,5,11555.0,55756Vi59695,,14076.1511,2839.1443,887.2326,17802.528,,5411FDCB-6011-44E0-9A82-6B21634281D3,2012-05-07 00:00:00.000
46343,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46343,PO15167181233,10-4020-000273,30090,277,4,589,589,5,7126.0,115766Vi36971,,29522.6946,2834.8477,885.8899,33243.4322,,31F273FC-C85C-4488-9460-B6A13217A30D,2012-05-07 00:00:00.000
46344,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46344,PO14268133810,10-4020-000418,29651,277,3,606,606,5,19154.0,45901Vi99543,,25738.2617,2470.7694,772.1155,28981.1466,,5D0B21A2-88F7-469B-96B2-9C8FF2735C54,2012-05-07 00:00:00.000
46345,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46345,PO13746192187,10-4020-000567,29504,279,5,973,973,5,18100.0,25938Vi93868,,17671.8447,3268.5018,1021.4068,21961.7533,,BBE50AA0-60BC-4D97-8D00-FAD7FBA1399B,2012-05-07 00:00:00.000
46346,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46346,PO13920182971,10-4020-000180,29655,275,3,774,774,5,14064.0,65943Vi72956,,8912.6663,2039.5265,637.352,11589.5448,,466C8B91-3B3A-44ED-A1E8-29762EB12A96,2012-05-07 00:00:00.000
46347,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46347,PO13717117301,10-4020-000473,29897,281,4,1066,28,5,11215.0,15963Vi57849,,1144.4969,111.8051,34.9391,1291.2411,,22A89E15-5044-4185-9A81-72D8BB715F1C,2012-05-07 00:00:00.000
46348,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46348,PO13543132672,10-4020-000293,29690,281,1,1036,1036,5,7392.0,106012Vi38330,,24607.478,4371.1602,1365.9875,30344.6257,,AB8B80FD-C767-4B39-9E6D-178743484361,2012-05-07 00:00:00.000
46349,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46349,PO11977118598,10-4020-000675,29721,279,5,984,984,5,19078.0,86220Vi99116,,4292.3279,414.5612,129.5504,4836.4395,,EE309398-0D01-422E-8D88-6F6D190B3152,2012-05-07 00:00:00.000
46350,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46350,PO11426174503,10-4020-000386,29681,279,5,950,950,5,17658.0,96248Vi91631,,3427.4236,329.0327,102.8227,3859.279,,7C89E47F-E8C5-48F0-A7C3-DEBC2DFB7B36,2012-05-07 00:00:00.000
46351,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46351,PO11107115959,10-4020-000156,29577,278,6,471,471,5,319.0,16316Vi1621,4057.0,3914.9363,375.1987,117.2496,4407.3846,,10018E6D-E13F-4943-8823-AA22B349DE4F,2012-05-07 00:00:00.000
46352,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46352,PO10585133264,10-4020-000498,29755,278,6,528,528,5,6955.0,26379Vi36178,4057.0,3847.1761,886.3894,276.9967,5010.5622,,F5507118-3FF1-4AE1-AE31-28F11BA98D0E,2012-05-07 00:00:00.000
46353,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46353,PO10382113264,10-4020-000453,29769,277,3,609,609,5,17132.0,76400Vi88949,,3894.2405,889.8844,278.0889,5062.2138,,93254403-12E4-4B41-9081-62A455351B70,2012-05-07 00:00:00.000
46354,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46354,PO319132451,10-4020-000116,30068,279,5,920,920,5,7079.0,66492Vi36728,,419.4589,40.2681,12.5838,472.3108,,3CB1F4DE-C5BC-4964-8EAF-649C328DD3BA,2012-05-07 00:00:00.000
46355,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46355,PO261195016,10-4020-000647,30106,277,4,630,630,5,7160.0,96536Vi37174,,22996.4942,2209.2924,690.4039,25896.1905,,29D8DFE1-A062-4C9F-864A-EE16230C5DF3,2012-05-07 00:00:00.000
46356,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46356,PO783139385,10-4020-000091,29921,280,1,842,842,5,5220.0,56562Vi27302,,58977.1342,5666.6615,1770.8317,66414.6274,,67DA3B20-5FD3-4EAC-B7EC-08D3A1FFBFA2,2012-05-07 00:00:00.000
46357,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46357,PO667186827,10-4020-000365,29686,281,4,1048,1048,5,7092.0,46567Vi36784,,8573.7455,823.0312,257.1972,9653.9739,,A7DDC9EC-6EAC-4D78-A1A3-49AD11C67904,2012-05-07 00:00:00.000
46358,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46358,PO1624111969,10-4020-000579,29486,277,3,621,621,5,15369.0,46665Vi79380,,60079.0221,5773.2819,1804.1506,67656.4546,,6A7DD96F-7373-4A13-99A1-01456B975A3C,2012-05-07 00:00:00.000
46359,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46359,PO1740167502,10-4020-000460,29740,282,6,520,520,5,18813.0,126702Vi97739,4057.0,18802.613,1804.4414,563.8879,21170.9423,,16F977B4-0A17-43C6-B96B-F090B324BC80,2012-05-07 00:00:00.000
46360,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46360,PO1885143134,10-4020-000588,29649,278,6,544,544,5,778.0,126724Vi3956,4057.0,6223.3905,1408.137,440.0428,8071.5703,,1E44919B-DBAE-44A8-954D-8FA3D527006D,2012-05-07 00:00:00.000
46361,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46361,PO1943193225,10-4020-000525,30013,279,5,967,967,5,7347.0,86749Vi38091,,5529.9046,530.8224,165.882,6226.609,,A828BE6E-BAB4-44BE-9456-840DB0B9AE88,2012-05-07 00:00:00.000
46362,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46362,PO2697124986,10-4020-000187,29938,276,4,1020,1020,5,12933.0,96826Vi66885,,13319.4071,2394.0841,748.1513,16461.6425,,A10072CB-7165-4012-8F46-06555C641CD5,2012-05-07 00:00:00.000
46363,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46363,PO3190140768,10-4020-000575,29746,275,2,817,817,5,7146.0,107972Vi37077,,33313.9702,3240.7264,1012.727,37567.4236,,85C1CA79-FD9D-465E-9585-C1A1E2A5500B,2012-05-07 00:00:00.000
46364,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46364,PO3248115921,10-4020-000366,29525,276,4,1049,1049,5,14486.0,47975Vi75127,,29445.9841,5501.9803,1719.3688,36667.3332,,E323F944-E944-4A78-B57B-50DB9E2412FC,2012-05-07 00:00:00.000
46365,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46365,PO4089182386,10-4020-000368,29685,279,5,948,948,5,17669.0,88036Vi91685,,3304.4403,760.5238,237.6637,4302.6278,,CC391E58-5311-46F0-831D-72972D9FFF42,2012-05-07 00:00:00.000
46366,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46366,PO4002112610,10-4020-000674,29982,276,4,1102,1102,5,16704.0,58042Vi86516,,6094.3562,584.3262,182.6019,6861.2843,,BE23D262-6D04-4B52-B8EB-EF3AC662A06B,2012-05-07 00:00:00.000
46367,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46367,PO4147155635,10-4020-000222,29883,276,3,1025,11381,5,18707.0,78053Vi97267,,24278.0209,2332.6377,728.9493,27339.6079,,63F85693-C834-42F1-9480-73DD531AAA20,2012-05-07 00:00:00.000
46368,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46368,PO4408111909,10-4020-000143,29581,275,2,769,769,5,4524.0,28078Vi23704,,23913.8927,2303.4953,719.8423,26937.2303,,55AACAEF-7CDB-4548-B1A6-1AEDCE1E8BB3,2012-05-07 00:00:00.000
46369,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46369,PO4756125698,10-4020-000126,29669,274,2,768,768,5,12135.0,128110Vi62740,,3962.2441,379.2987,118.5308,4460.0736,,F9B1A54B-8C9B-43BA-9256-5191ADBEAE93,2012-05-07 00:00:00.000
46370,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46370,PO4640115047,10-4020-000648,29834,281,4,1097,1097,5,18418.0,118123Vi95680,,22579.685,4612.1607,1441.3002,28633.1459,,139FCB71-0EBC-47C9-BD2D-0C853D16ABFA,2012-05-07 00:00:00.000
46371,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46371,PO4669193749,10-4020-000111,29674,277,3,571,571,5,17073.0,108149Vi88690,,903.6344,86.4797,27.0249,1017.139,,215FBC88-861F-4E43-B078-6A9F5E22209E,2012-05-07 00:00:00.000
46372,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46372,PO5220136009,10-4020-000169,29710,276,1,1017,1017,5,12214.0,128194Vi63164,,28786.7176,5739.6087,1793.6277,36319.954,,663C9D63-E94E-426C-90E3-40A4A0144F97,2012-05-07 00:00:00.000
46373,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46373,PO5307177432,10-4020-000369,29518,279,5,949,949,5,4215.0,98206Vi22195,,1619.52,159.7926,49.9352,1829.2478,,4C7E3570-1B42-448E-99F6-72922EF72B2A,2012-05-07 00:00:00.000
46374,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46374,PO5597118034,10-4020-000075,29702,277,4,567,567,5,18496.0,48235Vi96071,,11737.7891,2241.2544,700.392,14679.4355,,6B010B46-E19B-49BD-9CED-5E696150EA84,2012-05-07 00:00:00.000
46375,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46375,PO5974187891,10-4020-000330,29788,276,4,1043,1043,5,5609.0,118322Vi29356,,356.898,35.2139,11.0044,403.1163,,26D0D689-977C-41FA-9D3A-D67B2B2EBAAE,2012-05-07 00:00:00.000
46376,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46376,PO6322128191,10-4020-000503,29498,275,2,809,809,5,13601.0,28326Vi70508,,776.3569,75.482,23.5881,875.427,,7CF62095-BDAC-4F99-9CDC-0AA1A8909CE9,2012-05-07 00:00:00.000
46377,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46377,PO6786151653,10-4020-000003,29637,277,4,559,559,5,5164.0,38384Vi26986,,9853.7837,943.6944,294.9045,11092.3826,,C7B82642-1411-4EF1-93CA-D2A988BDF979,2012-05-07 00:00:00.000
46378,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46378,PO6873118856,10-4020-000238,29872,277,3,586,586,5,8882.0,128426Vi45799,,1677.8356,161.0722,50.3351,1889.2429,,DB8BDC23-E62B-4C32-8260-0CFF58728426,2012-05-07 00:00:00.000
46379,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46379,PO7192140645,10-4020-000020,29810,283,1,835,835,5,7845.0,58436Vi40596,,2909.115,648.0176,202.5055,3759.6381,,2BB79904-4F4D-4DE1-A6A5-E041718700DA,2012-05-07 00:00:00.000
46380,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46380,PO7569183330,10-4020-000608,29562,281,4,1091,1091,5,7293.0,98487Vi37844,,42729.5227,8050.1539,2515.6731,53295.3497,,E17E4F4D-56B9-4AF5-A517-BBA467B93F50,2012-05-07 00:00:00.000
46381,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46381,PO7395138970,10-4020-000542,29915,283,1,891,891,5,16654.0,38509Vi86244,,1429.4086,141.035,44.0734,1614.517,,67CBB5A7-AC16-4567-97F4-10972651B645,2012-05-07 00:00:00.000
46382,8,2012-04-30 00:00:00.000,2012-05-12 00:00:00.000,2012-05-07 00:00:00.000,5,0,SO46382,PO7946151517,10-4020-000438,29531,276,1,1061,1061,5,626.0,18547Vi3189,,13673.8182,1312.6866,410.2146,15396.7194,,A0E6E96A-57A2-407A-B7CA-961610193047,2012-05-07 00:00:00.000
