CustomerID,PersonID,StoreID,TerritoryID,AccountNumber,rowguid,ModifiedDate
239,,1426.0,4,AW00000239,48AA4A1E-F209-4B29-A276-113EC94AA6DD,2014-09-12 11:15:07.263
240,,1956.0,4,AW00000240,C581A495-5772-4EB1-943A-9E94E2387814,2014-09-12 11:15:07.263
241,,1146.0,4,AW00000241,FF342E5E-445C-4900-AA71-F15656A7D24D,2014-09-12 11:15:07.263
242,,1428.0,5,AW00000242,01D8CEF9-298D-49A8-AFC4-FFA9F5B6D1F0,2014-09-12 11:15:07.263
243,,1954.0,5,AW00000243,62F14FDC-02DA-47EC-A1AF-5B95E963A14B,2014-09-12 11:15:07.263
244,,1144.0,6,AW00000244,8FF82BED-93D5-4248-99E2-47F53055EC2D,2014-09-12 11:15:07.263
245,,1430.0,6,AW00000245,4A122BDD-4393-42BC-AD49-37E43A0414F6,2014-09-12 11:15:07.263
246,,1952.0,6,AW00000246,CEE9F2DF-2BE7-48B9-8E41-343ADC82F8C4,2014-09-12 11:15:07.263
247,,1142.0,7,AW00000247,0764E4DB-C9D4-4C8B-964D-F7FAD1C567FB,2014-09-12 11:15:07.263
248,,1432.0,8,AW00000248,CF89A228-A4D7-4C95-ABDC-181F2716892E,2014-09-12 11:15:07.263
249,,1950.0,9,AW00000249,C2C4F287-0FBE-436C-8FB8-0E95125DFE61,2014-09-12 11:15:07.263
250,,1140.0,10,AW00000250,CB1ED6CB-18A1-4F7C-8079-DC400B6E506F,2014-09-12 11:15:07.263
251,,1434.0,2,AW00000251,50FC67E2-4FEA-4191-A01B-E850214B3B3E,2014-09-12 11:15:07.263
252,,1948.0,2,AW00000252,3CEA9DD6-E7D0-4892-87D1-4BBA655BCC7A,2014-09-12 11:15:07.263
253,,1138.0,1,AW00000253,E09AB347-7FB1-453F-A4BD-377E68EC8C33,2014-09-12 11:15:07.263
254,,472.0,1,AW00000254,2F89E8DD-A3C3-4ED4-A604-4B3D45DD1BEA,2014-09-12 11:15:07.263
255,,1946.0,4,AW00000255,0A21109F-02B0-4601-B4F7-2ED62C342385,2014-09-12 11:15:07.263
256,,1136.0,4,AW00000256,0B6DB35B-B8B4-4B51-9154-C33E12B38C75,2014-09-12 11:15:07.263
257,,474.0,4,AW00000257,A24F5A79-DD85-4EB2-A6A2-6E7026763FF8,2014-09-12 11:15:07.263
258,,1944.0,4,AW00000258,5549DF48-409F-4C2A-B97B-900EB598843C,2014-09-12 11:15:07.263
259,,1134.0,4,AW00000259,2C3F7A56-819C-4E83-B791-3CE02366D3CF,2014-09-12 11:15:07.263
260,,476.0,5,AW00000260,0446B06C-94D3-44DF-96D3-0BAF8124E5D4,2014-09-12 11:15:07.263
261,,1942.0,5,AW00000261,F6B51FEA-D82E-440F-BC5E-508D33BA7D0F,2014-09-12 11:15:07.263
262,,1132.0,6,AW00000262,1C783210-2B1E-46E2-A2C8-23E610FEEB3C,2014-09-12 11:15:07.263
263,,580.0,6,AW00000263,F665A873-61A2-4B21-B9FF-B5903BEAF759,2014-09-12 11:15:07.263
264,,1940.0,6,AW00000264,A5CE11CE-239C-4849-9683-14F37025A2C1,2014-09-12 11:15:07.263
265,,590.0,7,AW00000265,1CD5E09A-9C62-4AD1-9C86-0E17A4512D6E,2014-09-12 11:15:07.263
266,,582.0,8,AW00000266,4AF6204A-8C86-435D-85D7-B4FA11C5AE93,2014-09-12 11:15:07.263
267,,1938.0,9,AW00000267,E4659480-CA31-4FCD-AC59-79DDC831839F,2014-09-12 11:15:07.263
268,,588.0,10,AW00000268,0C316F6F-5D54-41FD-86A3-6ECAF31A01DD,2014-09-12 11:15:07.263
269,,584.0,2,AW00000269,C8D788BB-BDBE-48A7-B0BF-B1B0488D9B9F,2014-09-12 11:15:07.263
270,,1936.0,2,AW00000270,EF6CE6F1-71B7-4A5D-9EEE-55283BD5AD5C,2014-09-12 11:15:07.263
271,,586.0,1,AW00000271,F2765E86-8DEA-468B-849E-9E83AE57C381,2014-09-12 11:15:07.263
272,,612.0,1,AW00000272,B80F890D-A6A1-4DFC-B763-ECD7743C3C2A,2014-09-12 11:15:07.263
273,,1934.0,4,AW00000273,736DA014-1371-40B2-A401-5BD3267A1E8B,2014-09-12 11:15:07.263
274,,952.0,3,AW00000274,02788A66-2628-4B91-B211-1D8F7E73C500,2014-09-12 11:15:07.263
275,,614.0,4,AW00000275,68DC7932-128E-47CC-80CB-CF2B1A352F3C,2014-09-12 11:15:07.263
276,,1932.0,4,AW00000276,09E2CB2A-B0CA-4376-ABE7-E9240EAD2C16,2014-09-12 11:15:07.263
277,,950.0,4,AW00000277,37156292-0D92-4F6B-9014-CCB0B29E9F9A,2014-09-12 11:15:07.263
278,,616.0,5,AW00000278,E8544BB9-7D68-4D07-96D2-7772D3A000CE,2014-09-12 11:15:07.263
279,,1930.0,5,AW00000279,27670FE7-9BEB-496C-A0B4-A097ACEFECD0,2014-09-12 11:15:07.263
280,,948.0,6,AW00000280,73B26C19-1113-427F-BBAB-BEB6FCDA33C3,2014-09-12 11:15:07.263
281,,618.0,6,AW00000281,B3B07166-1798-41B4-A7C2-0579292008C4,2014-09-12 11:15:07.263
282,,1928.0,6,AW00000282,CF04F255-D817-4EC9-9D99-4580B1ED0CE2,2014-09-12 11:15:07.263
283,,946.0,7,AW00000283,7502406D-DB42-4F26-9C7C-384116A6882D,2014-09-12 11:15:07.263
284,,758.0,8,AW00000284,FF1E806E-2F9D-4494-AE4D-1F7061744DB8,2014-09-12 11:15:07.263
285,,408.0,9,AW00000285,055BC119-564E-47A0-8086-995FBBE8C739,2014-09-12 11:15:07.263
286,,944.0,10,AW00000286,6266CCC4-1AF0-42E0-BCA4-B33EA6838EEE,2014-09-12 11:15:07.263
287,,760.0,3,AW00000287,448CBBFE-EDDC-443D-B7C8-57AEAA463BE5,2014-09-12 11:15:07.263
288,,406.0,3,AW00000288,44EDC8AC-BB0E-418E-BDD3-4F7691381633,2014-09-12 11:15:07.263
289,,498.0,1,AW00000289,A42D0F51-C2BC-433D-B2BD-61C516296669,2014-09-12 11:15:07.263
290,,762.0,1,AW00000290,D0DCDE2D-8C38-48FC-9D83-5EBE8A8577AE,2014-09-12 11:15:07.263
291,,398.0,4,AW00000291,A5AA95AD-8C82-4E50-944F-39F6BDD0A8A8,2014-09-12 11:15:07.263
292,,496.0,4,AW00000292,E1E960B9-5A86-475D-80FE-B64191AEB1DA,2014-09-12 11:15:07.263
293,,764.0,1,AW00000293,B37A0D83-7ED6-4C58-A476-F59B7AE4FC85,2014-09-12 11:15:07.263
294,,396.0,4,AW00000294,592B130D-BFF6-4744-B0B6-02F706504993,2014-09-12 11:15:07.263
295,,1490.0,4,AW00000295,BB5324B1-9ACE-4AAE-8711-41090EDCE4E0,2014-09-12 11:15:07.263
296,,766.0,5,AW00000296,6D8059C6-BF5D-4871-8CA8-CC1703668B87,2014-09-12 11:15:07.263
297,,394.0,5,AW00000297,39BD90D4-A3F8-4F16-A960-B76014B1A913,2014-09-12 11:15:07.263
298,,1488.0,6,AW00000298,16101465-48B9-4147-9C53-6610FEADF778,2014-09-12 11:15:07.263
299,,768.0,6,AW00000299,1CEA8D76-4A20-4D76-9DA2-A3777FD7E693,2014-09-12 11:15:07.263
300,,386.0,6,AW00000300,7256F9B7-5253-4384-B8DE-60B6F0ADF5A6,2014-09-12 11:15:07.263
301,,1486.0,7,AW00000301,D4795F2C-072A-490C-8F6A-F1557DEB3A48,2014-09-12 11:15:07.263
302,,770.0,8,AW00000302,10F18596-1B27-464B-BB18-5E37B29BCE6A,2014-09-12 11:15:07.263
303,,384.0,9,AW00000303,31392045-13D2-46CB-9031-67BD7C6F1300,2014-09-12 11:15:07.263
304,,1484.0,10,AW00000304,C332C909-EE43-4312-A9D8-B2365A0160EA,2014-09-12 11:15:07.263
305,,772.0,2,AW00000305,7B7DC9C9-DF06-43B1-995D-AAC5D58F2862,2014-09-12 11:15:07.263
306,,382.0,3,AW00000306,F8F2835D-F5F0-4070-8465-46BFC815153B,2014-09-12 11:15:07.263
307,,1482.0,1,AW00000307,D11D9DAE-D5D1-440B-BE3F-48D307E942A6,2014-09-12 11:15:07.263
308,,774.0,1,AW00000308,D2B47DAD-E684-449B-992C-15DE391C0FCC,2014-09-12 11:15:07.263
309,,372.0,4,AW00000309,A80B5E25-5EF4-4910-B70B-B2D1F5B207C2,2014-09-12 11:15:07.263
310,,1480.0,3,AW00000310,0D9A0E94-F5E9-4021-8E81-F7F2F18144B1,2014-09-12 11:15:07.263
311,,776.0,4,AW00000311,F070050E-2B33-41A2-A995-D9DF09EB3AE3,2014-09-12 11:15:07.263
312,,370.0,4,AW00000312,067BB7DA-557D-4145-910C-EE0C82CAA0E4,2014-09-12 11:15:07.263
313,,1478.0,4,AW00000313,2157D9A9-A284-4001-973A-27196613681A,2014-09-12 11:15:07.263
314,,778.0,5,AW00000314,1D3E8A19-1AD4-4524-BE77-5A5998107204,2014-09-12 11:15:07.263
315,,440.0,5,AW00000315,527D2334-C39D-49A8-901E-B1057F41BD73,2014-09-12 11:15:07.263
316,,1476.0,6,AW00000316,8C95E9D8-88D0-4E6A-8149-B4C6C79E65BD,2014-09-12 11:15:07.263
317,,780.0,6,AW00000317,5EEF4DAA-8514-43A3-B96A-D99E19E3C2E8,2014-09-12 11:15:07.263
318,,438.0,6,AW00000318,D241D8F1-5A7A-41B3-8723-1E2B1A9FDBF6,2014-09-12 11:15:07.263
319,,1474.0,7,AW00000319,B933A9DC-EF58-4BB6-83A1-BCE83A1468DB,2014-09-12 11:15:07.263
320,,538.0,8,AW00000320,FD0864B5-E700-4407-8683-92B710034073,2014-09-12 11:15:07.263
321,,436.0,9,AW00000321,FFE78B87-222B-4AB6-8D46-AFBA06C1B19E,2014-09-12 11:15:07.263
322,,1472.0,10,AW00000322,1C56E02D-69F4-4C0D-965B-2B7F54AA0A34,2014-09-12 11:15:07.263
323,,540.0,3,AW00000323,0DA4F03E-47E9-4BED-B149-9C18CEE9EB30,2014-09-12 11:15:07.263
324,,2051.0,2,AW00000324,815EEA58-33C8-4717-8A9B-A86856090A06,2014-09-12 11:15:07.263
325,,1470.0,1,AW00000325,6340AC77-4FBD-4EEC-9D60-5009D428674A,2014-09-12 11:15:07.263
326,,964.0,1,AW00000326,81C81C0D-73EB-442D-BEB0-D03AD4AF5048,2014-09-12 11:15:07.263
327,,1994.0,3,AW00000327,CDD7480F-7284-453A-A7CA-910535D40583,2014-09-12 11:15:07.263
328,,1992.0,4,AW00000328,84A86A42-C9F8-4B4A-A1A6-28E4E448FB8C,2014-09-12 11:15:07.263
329,,470.0,4,AW00000329,35DE20D0-B72D-440B-8C55-6E8AD6643335,2014-09-12 11:15:07.263
330,,966.0,4,AW00000330,09480748-3F10-4C0F-9BF1-EBEFAD6540CF,2014-09-12 11:15:07.263
331,,1990.0,4,AW00000331,9B6D55BD-1BFD-489B-A09D-CA2DE42C7C16,2014-09-12 11:15:07.263
332,,468.0,5,AW00000332,B2E4CF6B-9C83-4025-99B4-166640C15510,2014-09-12 11:15:07.263
333,,968.0,5,AW00000333,0412C1A5-E4BA-4F83-9BB3-86175B894A55,2014-09-12 11:15:07.263
334,,1988.0,6,AW00000334,777D62E5-3C77-4CEF-8AF6-8A4648F49EB9,2014-09-12 11:15:07.263
335,,466.0,6,AW00000335,F8BF1985-3C65-400F-BD46-92F88008F003,2014-09-12 11:15:07.263
336,,970.0,6,AW00000336,0341CA02-F44F-4604-8E20-A749B90FD976,2014-09-12 11:15:07.263
337,,1986.0,7,AW00000337,FB5A02EB-5589-4499-A19E-492457426B90,2014-09-12 11:15:07.263
338,,578.0,8,AW00000338,2E85A0AE-4725-45D3-A21C-F1EE94FDE748,2014-09-12 11:15:07.263
339,,972.0,9,AW00000339,ECBD14F2-F495-4AC9-B3F4-6A53D15856D3,2014-09-12 11:15:07.263
340,,1984.0,10,AW00000340,191FE023-2354-4FBB-88D7-B57ADC3428D8,2014-09-12 11:15:07.263
341,,576.0,2,AW00000341,8347E7AF-A66A-410A-A035-65CF88E500B3,2014-09-12 11:15:07.263
342,,974.0,2,AW00000342,DFBE95B2-BFB7-4CB3-BBFC-045F35BB48CF,2014-09-12 11:15:07.263
343,,1982.0,1,AW00000343,DAE8EF10-88DA-4F94-B6A7-A9745F250DB2,2014-09-12 11:15:07.263
344,,574.0,1,AW00000344,AA3B69DF-40CF-45B8-9250-F69EF6DB1C15,2014-09-12 11:15:07.263
345,,976.0,4,AW00000345,131056AB-E899-43BF-91E6-D92F44456655,2014-09-12 11:15:07.263
346,,1980.0,3,AW00000346,B3E143FD-F617-401E-AAD9-C50BC280ED18,2014-09-12 11:15:07.263
347,,572.0,4,AW00000347,2DE20D49-86F7-40C0-950D-12C93EA94B35,2014-09-12 11:15:07.263
348,,348.0,3,AW00000348,BA20E529-555E-4D2C-83F0-DCBA833230AF,2014-09-12 11:15:07.263
349,,1978.0,4,AW00000349,B23474BF-01CC-4A5E-902C-D6A4EB5ED777,2014-09-12 11:15:07.263
350,,610.0,5,AW00000350,51AF3285-9533-4172-A4B9-7E654169FB33,2014-09-12 11:15:07.263
351,,354.0,5,AW00000351,4267E129-15F9-41DE-B426-F38CB86CC417,2014-09-12 11:15:07.263
352,,1236.0,6,AW00000352,5617D4F8-C3A1-4408-8895-AE3F7E0EFA05,2014-09-12 11:15:07.263
353,,608.0,6,AW00000353,3B2E5C36-0827-4A31-B112-F347AD588822,2014-09-12 11:15:07.263
354,,356.0,6,AW00000354,B65DFD89-49C5-4530-B819-B6E84F3531A6,2014-09-12 11:15:07.263
355,,1234.0,7,AW00000355,E6250B8A-8DCB-4192-8A0B-9598AE0E3F05,2014-09-12 11:15:07.263
356,,606.0,8,AW00000356,C5ADD2B4-2679-46D0-B6BC-649592C7DA61,2014-09-12 11:15:07.263
357,,358.0,9,AW00000357,CDD731FA-45B9-405C-9265-42C039CFB509,2014-09-12 11:15:07.263
358,,1232.0,10,AW00000358,3ED88E2F-3F29-4E30-93D4-CE38474DED23,2014-09-12 11:15:07.263
359,,604.0,2,AW00000359,68E332E9-2929-4149-8086-FA8D7E4BC859,2014-09-12 11:15:07.263
360,,360.0,3,AW00000360,8BE04D7D-1192-4A27-ACA3-926E5F530ABB,2014-09-12 11:15:07.263
361,,1230.0,1,AW00000361,6F69F454-5199-4B15-B370-D926F8ED104C,2014-09-12 11:15:07.263
362,,756.0,1,AW00000362,D9B640A6-0988-4548-8231-69CA927D49AB,2014-09-12 11:15:07.263
363,,374.0,3,AW00000363,3543B21B-0DFA-40DE-998E-A9C3F2FCDA98,2014-09-12 11:15:07.263
364,,1228.0,3,AW00000364,9D91F4ED-58B5-4A59-9894-8FD17EBDFC9B,2014-09-12 11:15:07.263
365,,754.0,4,AW00000365,AB87B283-4B2B-48AD-9D10-6B9F2D4D0BAA,2014-09-12 11:15:07.263
366,,376.0,4,AW00000366,76DA51E9-D61B-488C-A4E7-C7B87FDA2917,2014-09-12 11:15:07.263
367,,1226.0,4,AW00000367,A65D6B08-0B08-453C-B244-CB324A3DFC0C,2014-09-12 11:15:07.263
368,,752.0,5,AW00000368,992E96CC-BE7C-49AA-A6E5-6534990F1774,2014-09-12 11:15:07.263
369,,362.0,5,AW00000369,3D4C073C-758C-4AE7-A00B-72DADA062AF2,2014-09-12 11:15:07.263
370,,1224.0,6,AW00000370,7059E0F6-846D-4A52-8A97-0734CD064892,2014-09-12 11:15:07.263
371,,750.0,6,AW00000371,05CF6683-BC27-4062-A60D-995706BBFAB5,2014-09-12 11:15:07.263
372,,1852.0,6,AW00000372,F377F21A-9A29-49AF-9158-4E3FA8586FF7,2014-09-12 11:15:07.263
373,,1222.0,7,AW00000373,6C49B96D-2DFE-4E55-A102-416FE3B64DC4,2014-09-12 11:15:07.263
374,,748.0,8,AW00000374,B50E974F-2703-4508-81F9-84AA2FB27615,2014-09-12 11:15:07.263
375,,1854.0,9,AW00000375,150DCA03-DAE1-461C-85C8-54660461356C,2014-09-12 11:15:07.263
376,,1220.0,10,AW00000376,D733948F-DB34-47FF-A618-06123A32E515,2014-09-12 11:15:07.263
377,,746.0,3,AW00000377,F728AB05-7868-493D-BEBA-F4E7DFAFFF31,2014-09-12 11:15:07.263
378,,1856.0,2,AW00000378,95828950-E407-4293-A824-B2525F135503,2014-09-12 11:15:07.263
379,,1218.0,1,AW00000379,083C2D9F-7CBB-4CD4-9BBF-30E80C376EE5,2014-09-12 11:15:07.263
380,,744.0,1,AW00000380,5E469335-ACDD-41C8-89FE-0856ED944340,2014-09-12 11:15:07.263
381,,1858.0,3,AW00000381,5AA5C79E-3C99-4FD2-87E7-B0E67603D5AB,2014-09-12 11:15:07.263
382,,1216.0,4,AW00000382,7EE0371D-CEFE-4A15-9347-34C232D82AB0,2014-09-12 11:15:07.263
383,,742.0,4,AW00000383,94DA916C-8E0D-405C-AD3C-CFE9C1DB699A,2014-09-12 11:15:07.263
384,,1860.0,4,AW00000384,7BC25C4C-F0E3-4471-8D8B-E0595061AF6A,2014-09-12 11:15:07.263
385,,1214.0,4,AW00000385,6EDE3BE1-137D-4984-9ECB-EB871AE9059D,2014-09-12 11:15:07.263
386,,740.0,5,AW00000386,BC5C4272-DB96-464C-8F74-09A8343E5877,2014-09-12 11:15:07.263
387,,1862.0,5,AW00000387,3F8DE0ED-D0F6-498C-AB91-2C35815E297E,2014-09-12 11:15:07.263
388,,1212.0,6,AW00000388,C0C5EE7E-DD39-401D-9BF5-7EC01D57E57F,2014-09-12 11:15:07.263
389,,738.0,6,AW00000389,0FC568B5-2A6B-4C9D-87BC-9B8C6313C9DA,2014-09-12 11:15:07.263
390,,1864.0,6,AW00000390,D6AB0687-0DB2-460B-A4D2-34AAD4EC9F3D,2014-09-12 11:15:07.263
391,,1210.0,7,AW00000391,030F5458-D836-4142-B2A7-321C34EA66D7,2014-09-12 11:15:07.263
392,,736.0,8,AW00000392,8D04B130-E705-4B91-8159-8DA619A2B9DE,2014-09-12 11:15:07.263
393,,1866.0,9,AW00000393,65923376-FAE9-430E-9712-42235694F8BD,2014-09-12 11:15:07.263
394,,1208.0,10,AW00000394,F53F2CA8-F244-46B8-A64F-A09F657DB9DC,2014-09-12 11:15:07.263
395,,560.0,3,AW00000395,8DA056FC-494F-4FE1-8397-0B0736603201,2014-09-12 11:15:07.263
396,,1868.0,2,AW00000396,8ADBCD9A-4D47-4FD5-A04A-DFFCC2BF47DE,2014-09-12 11:15:07.263
397,,1206.0,1,AW00000397,B711F333-3277-4885-AB55-5790CF41F27D,2014-09-12 11:15:07.263
398,,558.0,1,AW00000398,E47537DD-645F-458C-A410-A520D38DD7B9,2014-09-12 11:15:07.263
399,,1870.0,4,AW00000399,BC98B78E-3068-475A-8EAD-FBA537DDE9B9,2014-09-12 11:15:07.263
400,,1110.0,3,AW00000400,40984282-13F9-4B14-90B3-E7A17180195D,2014-09-12 11:15:07.263
401,,368.0,1,AW00000401,CC76F684-79AD-4A66-A30E-1B7FB5C917C5,2014-09-12 11:15:07.263
402,,460.0,4,AW00000402,48941CAA-5B39-497E-AD56-EFD9172D372E,2014-09-12 11:15:07.263
403,,1108.0,4,AW00000403,0484601B-6A04-41BF-9554-3EB22D5B4DC1,2014-09-12 11:15:07.263
404,,366.0,5,AW00000404,8EF6E3C7-A53A-4CE4-819F-E67871C2F7ED,2014-09-12 11:15:07.263
405,,462.0,5,AW00000405,2EF9B843-4B9A-4220-8503-2DBDB2878C41,2014-09-12 11:15:07.263
406,,1106.0,6,AW00000406,04C17472-C4DA-40B1-82FA-B08D3828B863,2014-09-12 11:15:07.263
407,,380.0,6,AW00000407,5A2338D1-158F-4386-8C30-EFF2BF990669,2014-09-12 11:15:07.263
408,,464.0,6,AW00000408,A845D318-D6C0-4E69-B509-83686BD409A6,2014-09-12 11:15:07.263
409,,1104.0,7,AW00000409,102DF3EB-C1A7-494A-A2FF-E0C5F2018559,2014-09-12 11:15:07.263
410,,378.0,8,AW00000410,C35EE937-EDB6-4A80-BCD5-6310F0C25764,2014-09-12 11:15:07.263
411,,690.0,9,AW00000411,509BA11F-3D46-478D-8213-142F20C2F6BF,2014-09-12 11:15:07.263
412,,1102.0,10,AW00000412,BD823AB5-6077-41D3-86C7-7BFA90602024,2014-09-12 11:15:07.263
413,,404.0,2,AW00000413,44690101-F37F-418E-BA40-7B117D134B68,2014-09-12 11:15:07.263
414,,692.0,2,AW00000414,F493788D-9984-4433-B24F-F7D151462826,2014-09-12 11:15:07.263
415,,674.0,1,AW00000415,01289F01-9785-4DEA-A896-92592F1F90B2,2014-09-12 11:15:07.263
416,,402.0,1,AW00000416,6B7FF7E6-4028-491E-AC2A-DFBB6278CA57,2014-09-12 11:15:07.263
417,,694.0,4,AW00000417,B8B12910-9CE7-4E71-902C-CF267A30FD3B,2014-09-12 11:15:07.263
418,,672.0,3,AW00000418,C6A84BC4-4131-4F49-9865-1F05530318CD,2014-09-12 11:15:07.263
419,,400.0,4,AW00000419,8FE888A7-82D6-4A5A-A7F4-4E69B9D62838,2014-09-12 11:15:07.263
420,,696.0,4,AW00000420,E4E565BB-00FF-494A-B31F-4BFE14EC2950,2014-09-12 11:15:07.263
421,,670.0,4,AW00000421,B70D3CF0-B999-46E6-A004-E551C302EF24,2014-09-12 11:15:07.263
422,,1164.0,5,AW00000422,7A2CDC3B-3646-4FB1-975A-E3BB2F3159A9,2014-09-12 11:15:07.263
423,,698.0,5,AW00000423,A6B62683-6B48-4B90-8618-01A36F459ECD,2014-09-12 11:15:07.263
424,,510.0,6,AW00000424,1907F0A4-BFFE-4A3B-BEC8-76D0AECB2D30,2014-09-12 11:15:07.263
425,,1162.0,6,AW00000425,B1508150-5C6B-436B-8FF4-41171E6CD517,2014-09-12 11:15:07.263
426,,562.0,6,AW00000426,76ECB325-F500-4D90-A4FD-F2A2F8971379,2014-09-12 11:15:07.263
427,,508.0,7,AW00000427,411E7506-12EF-4EE7-BD86-B80187AA6190,2014-09-12 11:15:07.263
428,,1160.0,8,AW00000428,2EC6EEE4-A066-4C95-9982-8EECBD71FD2F,2014-09-12 11:15:07.263
429,,564.0,9,AW00000429,A1AE3116-2C4D-4647-A111-EAEED3DF2D96,2014-09-12 11:15:07.263
430,,602.0,10,AW00000430,D18DFA60-7D7E-4900-A0B6-78DF78E4DEEF,2014-09-12 11:15:07.263
431,,392.0,3,AW00000431,730AF72E-62CC-43C0-B790-975FB1F2DF0D,2014-09-12 11:15:07.263
432,,846.0,2,AW00000432,2BB213EE-5443-4E13-B085-6413A707A120,2014-09-12 11:15:07.263
433,,600.0,1,AW00000433,EB0B1054-FF23-4E35-BCFC-10B84B47EA47,2014-09-12 11:15:07.263
434,,390.0,1,AW00000434,0A748427-CCAF-4E93-9551-8F06B976DCAD,2014-09-12 11:15:07.263
435,,848.0,4,AW00000435,7624B525-F236-4771-8D0B-FFC8EF75AFA7,2014-09-12 11:15:07.263
436,,598.0,4,AW00000436,506DD7E7-E6D0-49E7-ADDC-5CD6C811DD35,2014-09-12 11:15:07.263
437,,570.0,4,AW00000437,7EE44449-7164-4637-96FE-264004DD31A0,2014-09-12 11:15:07.263
438,,388.0,1,AW00000438,3F98F477-0DB0-44D4-9155-15243B8FD480,2014-09-12 11:15:07.263
439,,850.0,4,AW00000439,2B10BD49-1D5C-4E73-A492-95AE4C03C312,2014-09-12 11:15:07.263
440,,568.0,5,AW00000440,1B5AF7F4-4D4E-4B51-A1A2-C2F62431BC9A,2014-09-12 11:15:07.263
441,,364.0,5,AW00000441,2965F5CF-909A-444A-9966-3D1AAF761206,2014-09-12 11:15:07.263
442,,852.0,6,AW00000442,F41036BB-C3BA-4935-9F16-10DEC1A55C33,2014-09-12 11:15:07.263
443,,566.0,6,AW00000443,133CE995-D294-47EE-94CB-468E147214D4,2014-09-12 11:15:07.263
444,,428.0,6,AW00000444,A83D6923-A2DF-4C6F-9D39-AF9DE01320DC,2014-09-12 11:15:07.263
445,,854.0,7,AW00000445,F6130E0A-B5EA-4747-92EA-257D7F3ED116,2014-09-12 11:15:07.263
446,,1926.0,8,AW00000446,A6DB70BA-E347-4406-B237-56C1BBD24FE5,2014-09-12 11:15:07.263
447,,426.0,9,AW00000447,9EE3C197-E7DB-4F66-B491-118A9928B782,2014-09-12 11:15:07.263
448,,856.0,10,AW00000448,722AEE8F-6B89-4712-BB35-6861AF3065CD,2014-09-12 11:15:07.263
449,,1924.0,5,AW00000449,C92CC384-FE07-46C6-952C-9EE65176E4F9,2014-09-12 11:15:07.263
450,,424.0,2,AW00000450,81A8AE36-D134-475C-BED1-06C7C68CB095,2014-09-12 11:15:07.263
451,,858.0,1,AW00000451,D5AE552E-FAFD-49AB-AC05-014484CA1139,2014-09-12 11:15:07.263
452,,1922.0,1,AW00000452,A0328ADC-2DBD-47AE-9648-CBAF845EBF74,2014-09-12 11:15:07.263
453,,926.0,3,AW00000453,E165218F-456F-4D59-BF10-ACCF3911AE3C,2014-09-12 11:15:07.263
454,,860.0,3,AW00000454,D0CC43E1-CF3E-47EA-87F7-2B64C899C56D,2014-09-12 11:15:07.263
455,,1920.0,4,AW00000455,B4200F93-711C-438E-975D-FCCA43632D20,2014-09-12 11:15:07.263
456,,924.0,4,AW00000456,71FCE014-2BD7-4072-A163-B67CF0217325,2014-09-12 11:15:07.263
457,,862.0,4,AW00000457,2E58399C-F9B5-406A-A91A-2D7416E697E4,2014-09-12 11:15:07.263
458,,1918.0,5,AW00000458,5478A7A1-3070-4316-BA3B-76936AFA4EBE,2014-09-12 11:15:07.263
459,,922.0,5,AW00000459,D587C243-7E07-4D4A-AFF5-2BB7EB47046B,2014-09-12 11:15:07.263
460,,864.0,6,AW00000460,E7069C91-9479-4CC0-BE91-991AA1447AF6,2014-09-12 11:15:07.263
461,,1916.0,6,AW00000461,25EE1C59-AA4A-44E6-AD18-70F2B8FDE302,2014-09-12 11:15:07.263
462,,920.0,6,AW00000462,5C085E79-91EE-4855-92C2-BA36CD6980E0,2014-09-12 11:15:07.263
463,,866.0,7,AW00000463,6B70D0B3-4A77-4143-842A-C5FB0BBBE8FF,2014-09-12 11:15:07.263
464,,1914.0,8,AW00000464,1548C6D6-55AE-42CC-813D-093D70330662,2014-09-12 11:15:07.263
465,,918.0,9,AW00000465,5AB396BE-567F-4EDE-B3C1-82E410867ACD,2014-09-12 11:15:07.263
466,,868.0,10,AW00000466,94B95997-FD84-4632-BB16-6F21FE706051,2014-09-12 11:15:07.263
467,,1912.0,5,AW00000467,0E1AD4C8-39FA-45FD-913F-2428D826B11A,2014-09-12 11:15:07.263
468,,916.0,3,AW00000468,ED1FF0E0-836D-42B3-A9DC-F8FAAF32ADBA,2014-09-12 11:15:07.263
469,,870.0,1,AW00000469,F9EEC39E-A3A3-41AB-8ABD-1AB31C0B729B,2014-09-12 11:15:07.263
470,,1910.0,1,AW00000470,D7B637CF-C957-41C1-AE45-590A1A9F4527,2014-09-12 11:15:07.263
471,,914.0,4,AW00000471,7578FA92-B7BF-4FA8-94E3-186B08221382,2014-09-12 11:15:07.263
472,,872.0,3,AW00000472,DCEDC9D8-C1FD-4720-95F2-4BE8C5A8B5D1,2014-09-12 11:15:07.263
473,,1204.0,4,AW00000473,BDC2CD6E-0FF5-4AF8-A5B2-EEAF07B882E5,2014-09-12 11:15:07.263
474,,912.0,4,AW00000474,9437F421-4E1A-4223-8D41-B3008BC7BBC9,2014-09-12 11:15:07.263
475,,874.0,4,AW00000475,14CA36FA-E45C-421C-BB5A-22CDE0946AEA,2014-09-12 11:15:07.263
476,,1202.0,5,AW00000476,8DEBBA6B-6E6B-438B-A730-712E7E68CA2B,2014-09-12 11:15:07.263
477,,910.0,5,AW00000477,6DCC5CA8-4F2B-42AC-BA55-ED5888BE101E,2014-09-12 11:15:07.263
